,UniProtID,proteinNames,txt_subunit,geneNames
0,B7FVN6,['Uncharacterized protein'],,[]
1,B7FQU9,['Uncharacterized protein'],,[]
2,B7FS46,['ATP synthase subunit beta'],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['atpB', 'PHATRDRAFT_54086']"
3,B7GA40,"['Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.","['SDH2', 'PHATRDRAFT_52539']"
4,B7FUM8,['Oligomycin sensitivity conferral protein'],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c.",[]
5,B7G5Z8,['Glycine cleavage system P protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['GDCP', 'PHATRDRAFT_22187']"
6,B7FVF5,['Fumarate reductase flavoprotein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
7,B7G8H7,"[""pyridoxal 5'-phosphate synthase (glutamine hydrolyzing)""]","The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
8,B7FST3,['Glycine cleavage system H protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['GDCH', 'PHATRDRAFT_32847']"
9,B7FRE6,['ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain-containing protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
10,B7FR45,['3-methyl-2-oxobutanoate hydroxymethyltransferase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
11,B7FUP6,['2-isopropylmalate synthase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
12,B7FSH7,['DNA/pantothenate metabolism flavoprotein C-terminal domain-containing protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
13,B7FZP8,['D-lactate dehydrogenase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['D-LCR', 'PHATRDRAFT_20192']"
14,B7G1X4,['5-methyltetrahydropteroyltriglutamate--homocysteine S-methyltransferase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
15,B7FTE2,"['ATP synthase subunit gamma, mitochondrial']","The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
16,B7G287,['Uncharacterized protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
17,B7GDA8,['3-hydroxyacyl-[acyl-carrier-protein] dehydratase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['FABZ_2', 'PHATRDRAFT_55157']"
18,B7GB47,['Uncharacterized protein'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
19,B5Y5A5,['proton-translocating NAD(P)(+) transhydrogenase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
20,B7G529,['inorganic diphosphatase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
21,B7FT09,['inorganic diphosphatase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
22,B7FS72,['Enoyl-acp reductase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.","['FABI', 'PHATRDRAFT_10068']"
23,B7GBF1,['ornithine carbamoyltransferase'],"The glycine cleavage system is composed of four proteins: P, T, L and H.",[]
24,B7FUT6,['Uroporphyrinogen decarboxylase'],Homodimer.,"['HemE_2', 'PHATRDRAFT_19188']"
25,B7G0Z0,['Uroporphyrinogen decarboxylase'],Homodimer.,"['HemE_1', 'PHATRDRAFT_20757']"
26,B7FZ15,['Adenylate kinase'],Homodimer.,[]
27,B7G5D7,['DUF1995 domain-containing protein'],Homodimer.,[]
28,B7G2T4,['Adenylate kinase'],Homodimer.,[]
29,B7G5A1,['Glutamine synthetase'],Homodimer.,[]
30,B7FZ42,['AMP-dependent synthetase/ligase domain-containing protein'],Homodimer.,[]
31,B7FZB0,['Synthase of glutamate synthase'],Homodimer.,"['GltD', 'PHATRDRAFT_20342']"
32,B7GAZ5,"['Ferredoxin-dependent glutamate synthase, fusion of large and small subunits']",Homodimer.,"['GltX', 'PHATRDRAFT_51214']"
33,B7FXX6,['Long chain acyl-coa synthetase'],Homodimer.,"['ACS4', 'PHATRDRAFT_45510']"
34,B7G9G9,['fructose-bisphosphate aldolase'],Homodimer.,"['FbaC2', 'PHATRDRAFT_22993']"
