,UniProtID,proteinNames,txt_subunit,geneNames
0,Q469Y5,['Aminotransferase'],,[]
1,P0C0W5,['Dimethylamine methyltransferase MtbB1'],,"['mtbB1', 'Mbar_A1506']"
2,Q46F11,['Acetyl-CoA acyltransferase'],,[]
3,Q46CD6,['Dimethylamine corrinoid protein'],,[]
4,Q465W5,['Probable cobalamin biosynthesis protein CobD'],,"['cobD', 'Mbar_A3454']"
5,Q466W7,['Probable cobyric acid synthase'],,"['cobQ', 'Mbar_A3191']"
6,Q466H2,['Adenine deaminase'],,"['ade', 'Mbar_A3342']"
7,Q465W2,['Adenosylcobinamide-phosphate guanylyltransferase'],,[]
8,Q46GB9,"['Adenylate kinase', 'AK', 'ATP-AMP transphosphorylase', 'ATP:AMP phosphotransferase', 'Adenylate monophosphate kinase']",Monomer.,"['adk', 'Mbar_A0086']"
9,Q46D93,"['Acetylglutamate kinase', 'N-acetyl-L-glutamate 5-phosphotransferase', 'NAG kinase', 'NAGK']",Monomer.,"['argB', 'Mbar_A1181']"
10,Q46F13,['Adenylate cyclase'],Monomer.,[]
11,Q465E2,['Adenosylcobinamide amidohydrolase'],Monomer.,[]
12,Q465W3,"['Adenosylcobinamide-GDP ribazoletransferase', 'Cobalamin synthase', ""Cobalamin-5'-phosphate synthase""]",Monomer.,"['cobS', 'Mbar_A3456']"
13,Q46C14,"['Hypoxanthine/guanine phosphoribosyltransferase', 'HGPRTase']",Homodimer.,"['hpt', 'Mbar_A1633']"
14,Q46BW2,['Methylcobalamin:coenzyme M methyltransferase'],Homodimer.,[]
15,Q465H0,['Dimethylamine corrinoid protein'],Homodimer.,[]
16,Q46CL6,['Farnesyl-diphosphate synthase / geranylgeranyl-diphosphate synthase'],Homodimer.,[]
17,Q46EJ1,['Amino-acid acetyltransferase'],Homodimer.,[]
18,Q46E69,['Monomethylamine permease'],Homodimer.,[]
19,Q46EP0,"['Adenylosuccinate lyase', 'ASL']",Homotetramer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site.,[]
20,Q46B05,['Arginine biosynthesis bifunctional protein ArgJ'],Heterotetramer of two alpha and two beta chains.,"['argJ', 'Mbar_A2003']"
21,Q46FF6,['Adenylosuccinate synthetase'],Homodimer.,"['purA', 'Mbar_A0403']"
22,Q46E70,"['Monomethylamine permease, EAT family']",Homodimer.,[]
23,Q46EX5,['N-acetylglutamate synthase'],Homodimer.,[]
24,Q466A4,"['7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase']","Consists of two subunits, CofG and CofH.","['cofG', 'Mbar_A3415']"
25,Q466A2,['5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase 2'],"Consists of two subunits, CofG and CofH.","['cofH2', 'Mbar_A3417']"
26,Q46BR9,['N-acetylglucosaminyl-phosphatidylinositol biosynthetic protein'],"Consists of two subunits, CofG and CofH.",[]
27,Q46FD1,"['Acetolactate synthase, large subunit']","Consists of two subunits, CofG and CofH.",[]
28,Q46FF1,['Peptidoglycan GlcNAc deacetylase'],"Consists of two subunits, CofG and CofH.",[]
29,Q466A3,['5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase 1'],"Consists of two subunits, CofG and CofH.","['cofH1', 'Mbar_A3416']"
30,Q46FZ0,['Acetolactate synthase'],"Consists of two subunits, CofG and CofH.",[]
31,Q46DU5,['UPF0200 protein Mbar_A0975'],"Consists of two subunits, CofG and CofH.",[]
32,Q46FY9,['Acetolactate synthase small subunit'],Dimer of large and small chains.,[]
33,Q46EM0,['Agmatinase'],Dimer of large and small chains.,[]
34,Q469I8,"['Acetolactate synthase, large subunit']",Dimer of large and small chains.,[]
35,Q46B07,"['N-acetyl-gamma-glutamyl-phosphate reductase', 'AGPR']",Dimer of large and small chains.,"['argC', 'Mbar_A2001']"
36,Q46DH6,['Probable thymidylate kinase'],Dimer of large and small chains.,"['tmk', 'Mbar_A1098']"
37,Q46FC1,['Acetolactate synthase large subunit'],Dimer of large and small chains.,[]
38,Q466X0,"['AMP phosphorylase', 'AMPpase']",Dimer of large and small chains.,[]
39,Q46FZ8,['ACT domain protein'],Dimer of large and small chains.,[]
40,Q466R0,"['S-inosyl-L-homocysteine hydrolase', 'SIHH']",Dimer of large and small chains.,[]
41,Q46BI1,['Acetate kinase'],Homodimer.,"['ackA', 'Mbar_A1820']"
42,Q46FP9,"['CRISPR-associated helicase, Cas3 family']",Homodimer.,[]
43,Q46G55,['Ech hydrogenase subunit A'],Homodimer.,[]
44,Q467Y1,['Alpha-acetolactate decarboxylase'],Homodimer.,[]
45,Q46G58,['Ech hydrogenase subunit D'],Homodimer.,[]
46,Q46G59,['Ech hydrogenase subunit E'],Homodimer.,[]
47,Q46G57,['Ech hydrogenase subunit C'],Homodimer.,[]
48,Q46G56,['Ech hydrogenase subunit B'],Homodimer.,[]
49,Q46G60,['Ech hydrogenase subunit F'],Homodimer.,[]
50,Q46AN2,"['Phosphomethylpyrimidine synthase 2', 'Hydroxymethylpyrimidine phosphate synthase 2']",Homodimer.,"['thiC2', 'Mbar_A2129']"
51,Q46EW5,"['Phosphomethylpyrimidine synthase 1', 'Hydroxymethylpyrimidine phosphate synthase 1']",Homodimer.,"['thiC1', 'Mbar_A0597']"
52,Q469U6,['O-acetylhomoserine sulfhydrolase'],Homodimer.,[]
53,Q46D73,['Possible beta-lactamase class C and other pencillin-binding proteins'],Homodimer.,[]
54,Q46EZ1,['IMP cyclohydrolase'],Homodimer.,[]
55,Q466M0,['phosphoribosylaminoimidazolesuccinocarboxamide synthase'],Homodimer.,[]
56,Q46EF3,['AIR carboxylase'],Homodimer.,[]
57,Q468E2,"['Enolase', '2-phospho-D-glycerate hydro-lyase', '2-phosphoglycerate dehydratase']",Homodimer.,"['eno', 'Mbar_A2850']"
58,Q467Y2,['Alpha-acetolactate decarboxylase'],Homodimer.,[]
59,Q465E3,['Methyltransferase domain-containing protein'],Homodimer.,[]
60,Q466B6,['F420H2 dehydrogenase subunit L'],Homodimer.,[]
61,Q467D1,"['N5-carboxyaminoimidazole ribonucleotide mutase', 'N5-CAIR mutase']",Homodimer.,"['purE', 'Mbar_A3125']"
62,Q46EK0,['aconitate hydratase'],Homodimer.,[]
63,Q466B3,['F420H2 dehydrogenase subunit J'],Homodimer.,[]
64,Q466N2,['Aminotransferase'],Homodimer.,[]
65,Q466A8,['F420H2 dehydrogenase subunit B'],Homodimer.,[]
66,Q46AH2,['2-isopropylmalate synthase'],Homodimer.,[]
67,Q46E47,"['Acetylornithine aminotransferase', 'ACOAT']",Homodimer.,"['argD', 'Mbar_A0871']"
68,Q466B9,['F420H2 dehydrogenase subunit O'],Homodimer.,[]
