UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P9WQD3,0,"['Holo-[acyl-carrier-protein] synthase', 'Holo-ACP synthase']",Homotrimer.,"['acpS', 'Rv2523c', 'MTV009.08c']",3
P9WQD1,1,"['Acetyl-coenzyme A synthetase', 'Acetate--CoA ligase', 'Acyl-activating enzyme']",Homotrimer.,"['acsA', 'acs', 'Rv3667', 'MTV025.015']",3
P63907,2,['Adenosine deaminase'],Homotrimer.,"['add', 'Rv3313c', 'MTV016.13']",3
P9WG59,3,"['Threonine synthase', 'TS']",Homodimer.,"['thrC', 'Rv1295', 'MTCY373.15']",2
P9WIL1,4,['2-dehydropantoate 2-reductase'],Homodimer.,"['Rv2573', 'MTCY227.28c']",2
P9WNC9,5,"['Inactive dihydropteroate synthase 2', 'DHPS 2']",Homodimer.,"['folP2', 'Rv1207', 'MTCI364.19']",2
Q79FW0,6,"['Bifunctional aminodeoxychorismate lyase / D-amino acid transaminase', 'Bifunctional ADCL/DAAT']",Homodimer.,[],2
P9WND1,7,"['Dihydropteroate synthase', 'DHPS']",Homodimer.,"['folP1', 'Rv3608c', 'MTCY07H7B.14']",2
P9WPX7,8,"['3-dehydroquinate dehydratase', '3-dehydroquinase']",Homododecamer.,"['aroQ', 'aroD', 'Rv2537c', 'MTCY159.19']",12
P9WPX9,9,"['3-dehydroquinate synthase', 'DHQS']",Homododecamer.,"['aroB', 'Rv2538c', 'MTCY159.18']",12
P9WKH1,10,"['(2E,6E)-farnesyl diphosphate synthase']",Homododecamer.,"['Rv3398c', 'MTCY78.30']",12
P9WQ77,11,"['Probable L-lysine-epsilon aminotransferase', 'L-lysine aminotransferase']",Homododecamer.,"['lat', 'Rv3290c', 'MTCY71.30']",12
P9WQ79,12,"['4-aminobutyrate aminotransferase', '(S)-3-amino-2-methylpropionate transaminase', 'GABA aminotransferase', 'GABA-AT', 'Gamma-amino-N-butyrate transaminase', 'GABA transaminase', 'Glutamate:succinic semialdehyde transaminase', 'L-AIBAT']",Homododecamer.,"['gabT', 'Rv2589', 'MTCY227.12c']",12
P9WG69,13,['Probable acetyl-CoA acetyltransferase'],Homododecamer.,"['fadA4', 'Rv1323', 'MTCY130.08']",12
P9WQH3,14,"['Propanal dehydrogenase (CoA-propanoylating)', 'Acetaldehyde dehydrogenase', 'Acetaldehyde dehydrogenase [acetylating]']",Monomer. Forms an heterotetramer composed of two aldolase (HsaF) and two dehydrogenase (HsaG) subunits.,"['hsaG', 'Rv3535c']",1
P9WP93,15,['Cobalamin biosynthesis protein CobD'],Monomer. Forms an heterotetramer composed of two aldolase (HsaF) and two dehydrogenase (HsaG) subunits.,"['cobD', 'Rv2236c', 'MTCY427.17c']",1
O53676,16,['Adenosylcobinamide kinase'],Monomer. Forms an heterotetramer composed of two aldolase (HsaF) and two dehydrogenase (HsaG) subunits.,"['cobU', 'Rv0254c']",1
