,UniProtID,proteinNames,txt_subunit,geneNames
0,P9WQD3,"['Holo-[acyl-carrier-protein] synthase', 'Holo-ACP synthase']",Homotrimer.,"['acpS', 'Rv2523c', 'MTV009.08c']"
1,P9WQD1,"['Acetyl-coenzyme A synthetase', 'Acetate--CoA ligase', 'Acyl-activating enzyme']",Homotrimer.,"['acsA', 'acs', 'Rv3667', 'MTV025.015']"
2,P63907,['Adenosine deaminase'],Homotrimer.,"['add', 'Rv3313c', 'MTV016.13']"
3,P9WG59,"['Threonine synthase', 'TS']",Homodimer.,"['thrC', 'Rv1295', 'MTCY373.15']"
4,P9WIL1,['2-dehydropantoate 2-reductase'],Homodimer.,"['Rv2573', 'MTCY227.28c']"
5,P9WNC9,"['Inactive dihydropteroate synthase 2', 'DHPS 2']",Homodimer.,"['folP2', 'Rv1207', 'MTCI364.19']"
6,Q79FW0,"['Bifunctional aminodeoxychorismate lyase / D-amino acid transaminase', 'Bifunctional ADCL/DAAT']",Homodimer.,[]
7,P9WND1,"['Dihydropteroate synthase', 'DHPS']",Homodimer.,"['folP1', 'Rv3608c', 'MTCY07H7B.14']"
8,P9WPX7,"['3-dehydroquinate dehydratase', '3-dehydroquinase']",Homododecamer.,"['aroQ', 'aroD', 'Rv2537c', 'MTCY159.19']"
9,P9WPX9,"['3-dehydroquinate synthase', 'DHQS']",Homododecamer.,"['aroB', 'Rv2538c', 'MTCY159.18']"
10,P9WKH1,"['(2E,6E)-farnesyl diphosphate synthase']",Homododecamer.,"['Rv3398c', 'MTCY78.30']"
11,P9WQ77,"['Probable L-lysine-epsilon aminotransferase', 'L-lysine aminotransferase']",Homododecamer.,"['lat', 'Rv3290c', 'MTCY71.30']"
12,P9WQ79,"['4-aminobutyrate aminotransferase', '(S)-3-amino-2-methylpropionate transaminase', 'GABA aminotransferase', 'GABA-AT', 'Gamma-amino-N-butyrate transaminase', 'GABA transaminase', 'Glutamate:succinic semialdehyde transaminase', 'L-AIBAT']",Homododecamer.,"['gabT', 'Rv2589', 'MTCY227.12c']"
13,P9WG69,['Probable acetyl-CoA acetyltransferase'],Homododecamer.,"['fadA4', 'Rv1323', 'MTCY130.08']"
14,P9WQH3,"['Propanal dehydrogenase (CoA-propanoylating)', 'Acetaldehyde dehydrogenase', 'Acetaldehyde dehydrogenase [acetylating]']",Monomer. Forms an heterotetramer composed of two aldolase (HsaF) and two dehydrogenase (HsaG) subunits.,"['hsaG', 'Rv3535c']"
15,P9WP93,['Cobalamin biosynthesis protein CobD'],Monomer. Forms an heterotetramer composed of two aldolase (HsaF) and two dehydrogenase (HsaG) subunits.,"['cobD', 'Rv2236c', 'MTCY427.17c']"
16,O53676,['Adenosylcobinamide kinase'],Monomer. Forms an heterotetramer composed of two aldolase (HsaF) and two dehydrogenase (HsaG) subunits.,"['cobU', 'Rv0254c']"
17,P9WQH7,"['Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase beta5 subunit', 'Acetyl-CoA carboxylase', 'ACC', 'Propionyl-CoA carboxylase', 'PCC']","Forms homohexamers (PubMed:16492739, PubMed:17157300). The biotin-dependent acyl-CoA carboxylase complex is composed of AccA3, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and AccD5, which contains the carboxyl transferase (CT) domain (PubMed:16354663, PubMed:16385038). The AccA3/AccD5 complex forms a dodecamer, and can associate with the epsilon subunit AccE5 (Rv3280), which stimulates carboxylation by the complex (PubMed:16354663, PubMed:16385038). Is also part of the long-chain acyl-CoA carboxylase (LCC) complex, which is composed of AccA3, AccD4, AccD5 and AccE5. The four subunits are essential for activity, but AccD5, together with AccE5, probably plays a structural role rather than a catalytic one (PubMed:28222482).","['accD5', 'pccB', 'Rv3280', 'MTCY71.20']"
18,P9WQH9,['Probable biotin-dependent acyl-coenzyme A carboxylase beta3 subunit'],"The biotin-dependent acyl-CoA carboxylase complex is composed of an AccA protein, which contains the biotin carboxylase (BC) and biotin carboxyl carrier protein (BCCP) domains, and an AccD protein, which contains the carboxyl transferase (CT) domain.","['accD3', 'Rv0904c', 'MTCY31.32c']"
19,P96886,['Biotin-dependent acetyl-/propionyl-coenzyme A carboxylase epsilon subunit'],"Interacts with the AccA3/AccD5 biotin-dependent acyl-CoA carboxylase complex (PubMed:16354663, PubMed:16385038). Interacts with the AccA3/AccD6 complex (PubMed:17114269). Is also part of the long-chain acyl-CoA carboxylase (LCC) complex, which is composed of AccA3, AccD4, AccD5 and AccE5. The four subunits are essential for activity, but AccD5, together with AccE5, probably plays a structural role rather than a catalytic one (PubMed:28222482).","['accE5', 'Rv3281']"
20,P9WN41,['Phosphoglucosamine mutase'],"Interacts with the AccA3/AccD5 biotin-dependent acyl-CoA carboxylase complex (PubMed:16354663, PubMed:16385038). Interacts with the AccA3/AccD6 complex (PubMed:17114269). Is also part of the long-chain acyl-CoA carboxylase (LCC) complex, which is composed of AccA3, AccD4, AccD5 and AccE5. The four subunits are essential for activity, but AccD5, together with AccE5, probably plays a structural role rather than a catalytic one (PubMed:28222482).","['glmM', 'Rv3441c']"
