,UniProtID,proteinNames,txt_subunit,geneNames
0,Q9X0Y2,"['Aspartate aminotransferase', 'AspAT']",Homodimer.,"['aspC', 'TM_1255']"
1,Q9X224,['Aminotransferase'],Homodimer.,[]
2,Q9WY13,['tetrahydrofolate synthase'],Monomer.,[]
3,Q9WYG8,"['Dihydroorotate dehydrogenase B (NAD(+)), catalytic subunit', 'Dihydroorotate oxidase B', 'Orotate reductase (NADH)']",Heterotetramer of 2 PyrK and 2 PyrD type B subunits.,"['pyrD', 'TM_0333']"
4,Q9WYG9,"['Putative dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit']",Heterotetramer of 2 PyrK and 2 PyrD type B subunits.,"['pyrK', 'TM_0334']"
5,Q9X022,"['Alcohol dehydrogenase, iron-containing']",Heterotetramer of 2 PyrK and 2 PyrD type B subunits.,[]
6,Q9WYH0,"['Putative dihydroorotase', 'DHOase']",Heterotetramer of 2 PyrK and 2 PyrD type B subunits.,"['pyrC', 'TM_0335']"
7,Q9WYI4,"['3-dehydroquinate dehydratase', '3-dehydroquinase']",Homododecamer.,"['aroQ', 'TM_0349']"
8,Q9WYI3,['Bifunctional shikimate kinase/3-dehydroquinate synthase'],Homododecamer.,"['aroKB', 'TM_0348']"
9,Q9WY08,['Geranyltranstransferase'],Homododecamer.,[]
10,Q9WYF3,"['Cation-transporting ATPase, P-type']",Homododecamer.,[]
11,Q9X1A7,['Dephospho-CoA kinase'],Homododecamer.,"['coaE', 'TM_1387']"
12,Q9X0U1,"['NADH dehydrogenase, putative']",Homododecamer.,[]
13,Q9X0T8,"['NADH dehydrogenase, putative']",Homododecamer.,[]
14,Q9WY44,"['NADP-reducing hydrogenase, subunit D, putative']",Homododecamer.,[]
15,Q9X0U2,"['NADH dehydrogenase, 30 kDa subunit, putative']",Homododecamer.,[]
16,Q9WXW6,"['Alcohol dehydrogenase, iron-containing']",Homododecamer.,[]
17,Q9WZH6,"['Propionyl-CoA carboxylase, gamma subunit']",Homododecamer.,[]
18,Q9WXM5,"['NADP-reducing hydrogenase, subunit C']",Homododecamer.,[]
19,Q9WZ20,"['Ketol-acid reductoisomerase (NADP(+))', 'KARI', 'Acetohydroxy-acid isomeroreductase', 'AHIR', 'Alpha-keto-beta-hydroxylacyl reductoisomerase', 'Ketol-acid reductoisomerase type 1', 'Ketol-acid reductoisomerase type I']",Homododecamer.,"['ilvC', 'TM_0550']"
20,Q9WZH5,"['Propionyl-CoA carboxylase, beta subunit']",Homododecamer.,[]
21,Q9X2A4,"['Acetylglutamate kinase', 'N-acetyl-L-glutamate 5-phosphotransferase', 'NAG kinase', 'NAGK']",Homohexamer.,"['argB', 'TM_1784']"
22,Q9X055,"['Ribokinase', 'RK']",Homodimer.,"['rbsK', 'TM_0960']"
23,Q9X2A3,['Arginine biosynthesis bifunctional protein ArgJ'],Heterotetramer of two alpha and two beta chains.,"['argJ', 'TM_1783']"
24,Q9X1P5,"['Deoxyribose-phosphate aldolase', 'DERA', '2-deoxy-D-ribose 5-phosphate aldolase', 'Phosphodeoxyriboaldolase', 'Deoxyriboaldolase']",Heterotetramer of two alpha and two beta chains.,"['deoC', 'TM_1559']"
25,Q9WXM7,"['NADP-reducing hydrogenase, subunit A']",Heterotetramer of two alpha and two beta chains.,[]
26,Q9WZ19,['Acetolactate synthase small subunit'],Dimer of large and small chains.,[]
27,Q9X0U3,"['NADH dehydrogenase, 49 kDa subunit, putative']",Dimer of large and small chains.,[]
28,Q9WZ18,['Acetolactate synthase'],Dimer of large and small chains.,[]
29,Q9WYB1,['Acetate kinase'],Homodimer.,"['ackA', 'TM_0274']"
30,Q9WZQ9,['3-oxoacyl-[acyl-carrier-protein] synthase 2'],Homodimer.,[]
31,Q9WYC8,"['3-isopropylmalate dehydratase small subunit 1', 'Alpha-IPM isomerase 1', 'IPMI 1', 'Isopropylmalate isomerase 1']",Heterodimer of LeuC and LeuD.,"['leuD1', 'TM_0292']"
32,Q9WYC7,"['3-isopropylmalate dehydratase large subunit 1', 'Alpha-IPM isomerase 1', 'IPMI 1', 'Isopropylmalate isomerase 1']",Heterodimer of LeuC and LeuD.,"['leuC1', 'TM_0291']"
33,Q9X2A5,"['Acetylornithine aminotransferase', 'ACOAT']",Homodimer.,"['argD', 'TM_1785']"
34,Q9WZF6,"['Holo-[acyl-carrier-protein] synthase', 'Holo-ACP synthase']",Homodimer.,"['acpS', 'TM_0692']"
35,Q9X0I3,['Thymidylate kinase'],Homodimer.,"['tmk', 'TM_1099']"
36,Q9X1Q0,['Acylphosphatase'],Homodimer.,"['acyP', 'TM_1564']"
37,Q9X034,"['5-methylthioadenosine/S-adenosylhomocysteine deaminase', 'MTA/SAH deaminase']",Homodimer.,"['mtaD', 'TM_0936']"
38,Q9X0I9,"['NADH dehydrogenase, putative']",Homodimer.,[]
39,Q9X1I8,"['Adenylate kinase', 'AK', 'ATP-AMP transphosphorylase', 'ATP:AMP phosphotransferase', 'Adenylate monophosphate kinase']",Monomer.,"['adk', 'TM_1479']"
40,Q9X0T9,"['NADH dehydrogenase, putative']",Monomer.,[]
41,Q9WYN2,['Thymidine kinase'],Homotetramer.,"['tdk', 'TM_0401']"
42,Q9X215,['Guanylate kinase'],Homotetramer.,"['gmk', 'TM_1689']"
43,Q9WZC3,['S-adenosylmethionine decarboxylase proenzyme'],Heterotetramer of two alpha and two beta chains arranged as a dimer of alpha/beta heterodimers.,"['speH', 'TM_0655']"
44,Q9X015,"['Nucleoside triphosphate pyrophosphohydrolase/pyrophosphatase MazG', 'NTP-PPase']",Homodimer.,"['mazG', 'TM_0913']"
45,Q9X255,['NAD kinase'],Homodimer.,"['NADK', 'TM_1733']"
46,Q9X1A4,"['Adenine phosphoribosyltransferase', 'APRT']",Homodimer.,"['apt', 'TM_1384']"
47,Q9WZZ1,"['1-deoxy-D-xylulose 5-phosphate reductoisomerase', 'DXP reductoisomerase', '1-deoxyxylulose-5-phosphate reductoisomerase', '2-C-methyl-D-erythritol 4-phosphate synthase']",Homodimer.,"['dxr', 'TM_0889']"
48,Q9X0I0,"['Adenylosuccinate lyase', 'ASL']",Homotetramer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site.,"['purB', 'TM_1095']"
49,Q9WYQ9,"['Oxidoreductase, putative']",Homotetramer. Residues from neighboring subunits contribute catalytic and substrate-binding residues to each active site.,[]
50,Q9X0I1,['Adenylosuccinate synthetase'],Homodimer.,"['purA', 'TM_1096']"
51,Q9X291,['1-deoxy-D-xylulose-5-phosphate synthase'],Homodimer.,"['dxs', 'TM_1770']"
52,Q9WZS1,['N-acetylglucosamine-6-phosphate deacetylase'],Homodimer.,[]
53,Q9WYE1,"['Endoglucanase, putative']",Homodimer.,[]
54,Q9WZB3,['NH(3)-dependent NAD(+) synthetase'],Homodimer.,"['nadE1', 'TM_0645']"
55,Q9X219,['1-acyl-sn-glycerol-3-phosphate acyltransferase'],Homodimer.,[]
56,G4FFR3,['Endoglucanase'],Homodimer.,[]
