UniProtID,Unnamed: 0,proteinNames,txt_subunit,geneNames,subunitnumber
P37814,0,"['ATP synthase subunit b', 'ATP synthase F(0) sector subunit b', 'ATPase subunit I', 'F-type ATPase subunit b', 'F-ATPase subunit b']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex.","['atpF', 'BSU36850']",1
O34313,1,['Trifunctional nucleotide phosphoesterase protein YfkN'],"F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex.","['yfkN', 'BSU07840']",1
Q04809,2,"['Dipicolinate synthase subunit A', 'DPA synthase subunit A', 'Spore dipicolinate synthase subunit A', 'Stage V sporulation protein FA']","Dipicolinate synthase likely consists of DpaA and DpaB, since both proteins are required for DPA synthesis.","['dpaA', 'spoVFA', 'BSU16730', 'orfY']",1
Q04810,3,"['Dipicolinate synthase subunit B', 'DPA synthase subunit B', 'Spore dipicolinate synthase subunit B', 'Stage V sporulation protein FB']","Dipicolinate synthase likely consists of DpaA and DpaB, since both proteins are required for DPA synthesis.","['dpaB', 'spoVFB', 'BSU16740', 'orfX']",1
P37808,4,"['ATP synthase subunit alpha', 'ATP synthase F1 sector subunit alpha', 'F-ATPase subunit alpha', 'Vegetative protein 100', 'VEG100']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex.","['atpA', 'BSU36830']",1
P37812,5,"['ATP synthase epsilon chain', 'ATP synthase F1 sector epsilon subunit', 'F-ATPase epsilon subunit']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex.","['atpC', 'BSU36800']",1
P37810,6,"['ATP synthase gamma chain', 'ATP synthase F1 sector gamma subunit', 'F-ATPase gamma subunit']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a, b and c (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex (By similarity) (PubMed:19717609). Interacts with FloT (PubMed:23651456).","['atpG', 'BSU36820']",1
P37815,7,"['ATP synthase subunit c', 'ATP synthase F(0) sector subunit c', 'F-type ATPase subunit c', 'F-ATPase subunit c', 'Lipid-binding protein']","F-type ATPases have 2 components, F(1) - the catalytic core - and F(0) - the membrane proton channel. F(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). F(0) has three main subunits: a(1), b(2) and c(10-14). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. F(1) is attached to F(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex.","['atpE', 'BSU36860']",1
P49936,8,"['Iron(3+)-hydroxamate import system permease protein FhuB', 'Ferric hydroxamate uptake protein B', 'Ferrichrome transport system permease protein FhuB', 'Iron(III)-hydroxamate import system permease protein FhuB']","The complex is composed of an ATP-binding protein (FhuC), two transmembrane proteins (FhuB and FhuG) and a solute-binding protein (FhuD or YxeB).","['fhuB', 'BSU33310']",1
P37813,9,"['ATP synthase subunit a', 'ATP synthase F0 sector subunit a', 'F-ATPase subunit 6']","F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex.","['atpB', 'BSU36870']",1
P37816,10,['ATP synthase protein I'],"F-type ATPases have 2 components, CF(1) - the catalytic core - and CF(0) - the membrane proton channel. CF(1) has five subunits: alpha(3), beta(3), gamma(1), delta(1), epsilon(1). CF(0) has three main subunits: a(1), b(2) and c(9-12). The alpha and beta chains form an alternating ring which encloses part of the gamma chain. CF(1) is attached to CF(0) by a central stalk formed by the gamma and epsilon chains, while a peripheral stalk is formed by the delta and b chains (Probable). The F(1)F(0) complex interacts with SpoIIIJ and YqjG; YqgA is found in the same complex.","['atpI', 'BSU36880']",1
P23970,11,"['2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase', 'SEPHCHC synthase']",Homodimer.,"['menD', 'BSU30820']",2
P71016,12,"['Betaine aldehyde dehydrogenase', 'BADH']",Homodimer.,"['gbsA', 'BSU31060']",2
P40740,13,['Aryl-phospho-beta-D-glucosidase BglH'],Homodimer.,"['bglH', 'BSU39260', 'N17D']",2
P46349,14,"['Gamma-aminobutyric acid permease', 'GABA permease', '4-aminobutyrate permease', 'Gamma-aminobutyrate permease', 'Proline transporter GabP']",Homodimer.,"['gabP', 'BSU06310']",2
O34510,15,['Fe(3+)-citrate import ATP-binding protein YfmF'],"The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC).","['yfmF', 'BSU07490']",1
O34524,16,['Uncharacterized sodium-dependent transporter YocS'],"The complex is composed of one ATP-binding protein (YfmF), two transmembrane proteins (YfmD and YfmE) and a solute-binding protein (YfmC).","['yocS', 'BSU19350']",1
P54941,17,"['Iron(3+)-hydroxamate-binding protein YxeB', 'Ferric hydroxamate uptake protein YxeB', 'Iron(III)-hydroxamate-binding protein YxeB']","The complex is composed of an ATP-binding protein (FhuC), two transmembrane proteins (FhuB and FhuG) and a solute-binding protein (FhuD or YxeB).","['yxeB', 'BSU39610', 'HS74BR']",1
P07819,18,"['Sucrose-6-phosphate hydrolase', 'Sucrase']","The complex is composed of an ATP-binding protein (FhuC), two transmembrane proteins (FhuB and FhuG) and a solute-binding protein (FhuD or YxeB).","['sacA', 'BSU38040', 'ipa-50d']",1
P42068,19,"['Formimidoylglutamase', 'Formiminoglutamase', 'Formiminoglutamate hydrolase', 'N-formimino-L-glutamate formiminohydrolase']","The complex is composed of an ATP-binding protein (FhuC), two transmembrane proteins (FhuB and FhuG) and a solute-binding protein (FhuD or YxeB).","['hutG', 'BSU39380', 'EE57C']",1
O34475,20,['Putative NAD(P)H nitroreductase YfkO'],Monomer.,"['yfkO', 'BSU07830']",1
P39605,21,"['FMN reductase (NADPH)', 'NADPH-dependent FMN reductase', 'NADPH-dependent nitro/flavin reductase', 'NADPH-dependent nitroreductase', 'NADPH-dependent oxidoreductase']",Homodimer.,"['nfrA1', 'nfrA', 'ywcG', 'BSU38110', 'ipa-43d']",2
P54427,22,['Probable beta-lactamase YbxI'],Homodimer.,"['ybxI', 'ybdS', 'BSU02090']",2
P94424,23,"['FMN reductase [NAD(P)H]', 'NAD(P)H-dependent FMN reductase', 'NAD(P)H-dependent nitro/flavin reductase', 'NAD(P)H-dependent nitroreductase', 'NAD(P)H-dependent oxidoreductase']",Homodimer.,"['nfrA2', 'ycnD', 'BSU03860']",2
P00691,24,['Alpha-amylase'],Monomer.,"['amyE', 'amyA', 'BSU03040']",1
P39824,25,['Beta-lactamase'],Monomer.,"['penP', 'BSU18800']",1
P46320,26,['Probable 6-phospho-beta-glucosidase'],Monomer.,"['licH', 'celD', 'celF', 'BSU38560']",1
O34788,27,"['(R,R)-butanediol dehydrogenase']",Homotetramer (Ref.5). Interacts with BrxC (PubMed:33722570).,"['bdhA', 'ydjL', 'BSU06240']",4
P42973,28,['Aryl-phospho-beta-D-glucosidase BglA'],Homotetramer (Ref.5). Interacts with BrxC (PubMed:33722570).,"['bglA', 'BSU40110']",4
P53557,29,['Biotin synthase'],Homodimer.,"['bioB', 'BSU30200']",2
P54532,30,"['Probable butyrate kinase', 'BK']",Homodimer.,"['buk', 'yqiU', 'BSU24070']",2
P94427,31,"['Probable 4-aminobutyrate aminotransferase', '(S)-3-amino-2-methylpropionate transaminase', 'GABA aminotransferase', 'GABA-AT', 'Gamma-amino-N-butyrate transaminase', 'GABA transaminase', 'Glutamate:succinic semialdehyde transaminase', 'L-AIBAT']",Homodimer.,"['gabT', 'ycnG', 'BSU03900']",2
P46329,32,['Putative aldehyde dehydrogenase AldX'],Homodimer.,"['aldX', 'yxaS', 'yxbE', 'BSU39860', 'VE7FR']",2
P94358,33,['Putative aldehyde dehydrogenase AldY'],Homodimer.,"['aldY', 'yxkE', 'BSU38830']",2
O34660,34,['Putative aldehyde dehydrogenase DhaS'],Homodimer.,"['dhaS', 'BSU19310']",2
O32177,35,"['3-ketoacyl-CoA thiolase', 'Acetyl-CoA acyltransferase', 'Beta-ketothiolase']",Homodimer.,"['fadA', 'yusK', 'BSU32830']",2
P94462,36,"['Peptide deformylase 1', 'PDF 1']",Homodimer.,"['defA', 'def', 'yloK', 'BSU15720']",2
P94463,37,['Methionyl-tRNA formyltransferase'],Homodimer.,"['fmt', 'yloL', 'BSU15730']",2
P54575,38,['Bifunctional riboflavin kinase/FMN adenylyltransferase'],Homodimer.,"['ribC', 'BSU16670']",2
O05399,39,['Uncharacterized transporter YrhG'],Homodimer.,"['yrhG', 'BSU27200']",2
O34768,40,['Uncharacterized sugar kinase YdjE'],Homodimer.,"['ydjE', 'fruC', 'BSU06170']",2
O05510,41,['Putative fructokinase'],Homodimer.,"['gmuE', 'ydhR', 'BSU05860']",2
P40401,42,['Putative aliphatic sulfonates transport permease protein SsuC'],Homodimer.,"['ssuC', 'ygaM', 'yzeB', 'BSU08850']",2
P71012,43,['PTS system fructose-specific EIIABC component'],Homodimer.,"['fruA', 'BSU14400']",2
P45855,44,['Acetyl-CoA acetyltransferase'],Homodimer.,"['mmgA', 'yqiL', 'BSU24170']",2
P49787,45,['Biotin carboxylase 1'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accC1', 'accC', 'yqhX', 'BSU24340']",1
O34847,46,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accA', 'BSU29200']",1
P0CI75,47,"['Bifunctional ligase/repressor BirA', 'Biotin--[acetyl-CoA-carboxylase] ligase', 'Biotin--protein ligase', 'Biotin-[acetyl-CoA carboxylase] synthetase']","Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['birA', 'BSU22440']",1
P49786,48,"['Biotin carboxyl carrier protein of acetyl-CoA carboxylase', 'BCCP']",Homodimer.,"['accB', 'fabE', 'yqhW', 'BSU24350']",2
C0SP93,49,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accD', 'yttI', 'BSU29210']",1
P08838,50,['Phosphoenolpyruvate-protein phosphotransferase'],Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['ptsI', 'BSU13910']",2
P08877,51,['Phosphocarrier protein HPr'],Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['ptsH', 'BSU13900']",2
P40400,52,['Putative aliphatic sulfonates-binding protein'],Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['ssuA', 'ygbA', 'yzeA', 'BSU08840']",2
P26379,53,"['PTS system fructose-specific EIIA component', 'EIIA-Fru', 'Fructose-specific phosphotransferase enzyme IIA component', 'lev-PTS', 'p16']",Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['levD', 'sacL', 'BSU27070']",2
P26382,54,"['Fructose permease IID component', 'EIID-Fru', 'PTS system fructose-specific EIID component', 'p30']",Homodimer (By similarity). Interacts with FloT (PubMed:23651456).,"['levG', 'BSU27040']",2
P97027,55,['Aliphatic sulfonates import ATP-binding protein SsuB'],"The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).","['ssuB', 'ycbE', 'ygaL', 'BSU08830']",1
P26381,56,"['Fructose permease IIC component', 'EIIC-Fru', 'PTS system fructose-specific EIIC component', 'p28']","The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).","['levF', 'BSU27050']",1
P26380,57,"['PTS system fructose-specific EIIB component', 'EIIB-Fru', 'Fructose-specific phosphotransferase enzyme IIB component', 'lev-PTS', 'p18']","The complex is composed of two ATP-binding proteins (SsuB), two transmembrane proteins (SsuC) and a solute-binding protein (SsuA).","['levE', 'sacL', 'BSU27060']",1
O34521,58,['PTS system N-acetylglucosamine-specific EIICB component'],Interacts with FloT.,"['nagP', 'yflF', 'BSU07700']",1
O34431,59,['Calcium-transporting ATPase'],Interacts with FloT.,"['yloB', 'BSU15650']",1
P42234,60,['Catalase-2'],Interacts with FloT.,"['katE', 'katB', 'BSU39050', 'N15D']",1
O34990,61,['Formyltetrahydrofolate deformylase'],Interacts with FloT.,"['purU', 'ykkE', 'BSU13110']",1
P26901,62,['Vegetative catalase'],Interacts with FloT.,"['katA', 'kat', 'kat-19', 'BSU08820']",1
P94377,63,['Catalase X'],Interacts with FloT.,"['katX', 'yxlI', 'BSU38630']",1
P68729,64,"['Acetylglutamate kinase', 'N-acetyl-L-glutamate 5-phosphotransferase', 'NAG kinase', 'NAGK']",Interacts with FloT.,"['argB', 'BSU11210']",1
P36843,65,['Arginine biosynthesis bifunctional protein ArgJ'],Heterotetramer of two alpha and two beta chains.,"['argJ', 'BSU11200']",2
O34840,66,['Ca(2+)/H(+) antiporter ChaA'],Homotrimer.,"['chaA', 'yfkE', 'BSU07920']",3
P07343,67,"['Fumarate hydratase class II', 'Fumarase C', 'Aerobic fumarase', 'Iron-independent fumarase']",Homotetramer.,"['fumC', 'citG', 'BSU33040']",4
O34451,68,['Uncharacterized ABC transporter permease protein YvrB'],"The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['yvrB', 'BSU33170']",1
O34805,69,['Uncharacterized ABC transporter substrate-binding lipoprotein YvrC'],"The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['yvrC', 'BSU33180']",1
P96603,70,['C4-dicarboxylate transport protein'],"The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['dctA', 'dctP', 'ydbH', 'BSU04470']",1
Q04789,71,"['Acetolactate synthase', 'ALS', 'Acetohydroxy-acid synthase']","The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['alsS', 'BSU36010']",1
O34631,72,['Uncharacterized ABC transporter ATP-binding protein YvrA'],"The complex is composed of two ATP-binding proteins (YvrA), two transmembrane proteins (YvrB) and a solute-binding protein (YvrC).","['yvrA', 'BSU33160']",1
P12310,73,['Glucose 1-dehydrogenase'],Homotetramer.,"['gdh', 'BSU03930']",4
P25993,74,['Carbamoyl phosphate synthase pyrimidine-specific small chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4 (By similarity). Interacts with BrxC (PubMed:33722570).","['pyrAA', 'BSU15510']",1
P37252,75,['Acetolactate synthase small subunit'],Dimer of large and small chains.,"['ilvH', 'ilvN', 'BSU28300']",1
P37251,76,"['Acetolactate synthase large subunit', 'AHAS', 'Acetohydroxy-acid synthase large subunit', 'ALS', 'Vegetative protein 105', 'VEG105']",Dimer of large and small chains.,"['ilvB', 'BSU28310']",1
P36838,77,['Carbamoyl phosphate synthase arginine-specific small chain'],"Composed of two chains; the small (or glutamine) chain promotes the hydrolysis of glutamine to ammonia, which is used by the large (or ammonia) chain to synthesize carbamoyl phosphate. Tetramer of heterodimers (alpha,beta)4.","['carA', 'cpaA', 'BSU11230']",1
