,UniProtID,proteinNames,txt_subunit,geneNames
0,A2RMH8,['Glutamine ABC transporter permease and substrate binding protein'],,"['glnP', 'llmg_1942']"
1,A2RMH9,['Glutamine ABC transporter ATP-binding protein'],,"['glnQ', 'llmg_1943']"
2,A2RJM7,['Glutamate 5-kinase'],,"['proB', 'llmg_0885']"
3,A2RMV4,['adenosylhomocysteine nucleosidase'],,"['pfs', 'llmg_2073']"
4,A2RKB5,['2-dehydropantoate 2-reductase'],,"['panE', 'llmg_1131']"
5,O30417,"['Glutamate/gamma-aminobutyrate antiporter', 'Glu/GABA antiporter']",,"['gadC', 'llmg_1178']"
6,O30418,['Glutamate decarboxylase'],,"['gadB', 'llmg_1179']"
7,A2RJW4,"['Amidophosphoribosyltransferase', 'ATase']",,"['purF', 'llmg_0977']"
8,A2RM73,"['2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase', 'SEPHCHC synthase']",Homodimer.,"['menD', 'llmg_1829']"
9,A2RKH0,['Glutamate racemase'],Homodimer.,"['murI', 'llmg_1187']"
10,A2RMM7,['Alcohol dehydrogenase'],Homodimer.,"['adhA', 'llmg_1991']"
11,A2RKG6,"['Glutamate synthase, large subunit']",Homodimer.,"['gltB', 'llmg_1183']"
12,A2RKG7,['glutamate synthase (NADPH)'],Homodimer.,"['gltD', 'llmg_1184']"
13,A2RNK5,['Glutamate--tRNA ligase'],Monomer.,"['gltX', 'llmg_2332']"
14,A2RL63,['FAD:protein FMN transferase'],Monomer.,"['apbE', 'llmg_1450']"
15,A2RK31,['Glycine betaine/proline ABC transporter'],Monomer.,"['busAA', 'llmg_1048']"
16,A2RK32,['Glycine betaine-binding periplasmic protein'],Monomer.,"['busAB', 'llmg_1049']"
17,A2RIN2,['Glycerol-3-phosphate transporter'],Monomer.,"['glpT', 'llmg_0523']"
18,A2RIF0,['6-phospho-beta-glucosidase'],Monomer.,"['bglA', 'llmg_0441']"
19,A2RNK0,['Putative glycerol uptake facilitator protein'],Monomer.,"['glpF3', 'llmg_2327']"
20,A2RI99,['FAD:protein FMN transferase'],Monomer.,"['apbE', 'llmg_0388']"
21,A2RJL2,['Transporter'],Monomer.,[]
22,A2RL68,['6-phospho-beta-glucosidase'],Monomer.,"['bglA2', 'llmg_1455']"
23,A2RK81,['Glycerol uptake facilitator'],Monomer.,"['glpF2', 'llmg_1097']"
24,A2RJY0,['Bifunctional purine biosynthesis protein PurH'],Monomer.,"['purH', 'llmg_0994']"
25,A2RK83,"['Glycerol kinase', 'ATP:glycerol 3-phosphotransferase', 'Glycerokinase', 'GK']",Homotetramer and homodimer (in equilibrium).,"['glpK', 'llmg_1099']"
26,A2RJR9,['acetyl-CoA C-acetyltransferase'],Homotetramer and homodimer (in equilibrium).,"['thiL', 'llmg_0930']"
27,A2RK33,['Putative secreted protein'],Homotetramer and homodimer (in equilibrium).,[]
28,A2RL88,['Glycine--tRNA ligase beta subunit'],Tetramer of two alpha and two beta subunits.,"['glyS', 'llmg_1477']"
29,A2RJY6,"['N5-carboxyaminoimidazole ribonucleotide mutase', 'N5-CAIR mutase']",Tetramer of two alpha and two beta subunits.,"['purE', 'llmg_0999']"
30,A2RL89,['Glycine--tRNA ligase alpha subunit'],Tetramer of two alpha and two beta subunits.,"['glyQ', 'llmg_1478']"
31,A2RL29,['GMP reductase'],Tetramer of two alpha and two beta subunits.,"['guaC', 'llmg_1412']"
32,A2RJY7,"['N5-carboxyaminoimidazole ribonucleotide synthase', 'N5-CAIR synthase']",Homodimer.,"['purK', 'llmg_1000']"
33,A2RNV2,['Aldehyde-alcohol dehydrogenase'],Homodimer.,"['adhE', 'llmg_2432']"
34,Q9Z6H4,"['GMP synthase [glutamine-hydrolyzing]', 'GMP synthetase', 'Glutamine amidotransferase']",Homodimer.,"['guaA', 'llmg_1008']"
35,A2RN42,['biotin--[biotin carboxyl-carrier protein] ligase'],Homodimer.,"['birA2', 'llmg_2162']"
36,A2RNY7,['Gluconate kinase'],Homodimer.,"['gntK', 'llmg_2468']"
37,A2RM22,['acetyl-CoA carboxytransferase'],Homodimer.,"['accA', 'llmg_1777']"
38,A2RNE9,['GP-PDE domain-containing protein'],Homodimer.,[]
39,A2RHE6,['GP-PDE domain-containing protein'],Homodimer.,[]
40,A2RM27,['Biotin carboxyl carrier protein of acetyl-CoA carboxylase'],Homodimer.,"['accB', 'llmg_1782']"
41,A2RMJ8,"['Bifunctional ligase/repressor BirA', 'Biotin--[acetyl-CoA-carboxylase] ligase', 'Biotin--protein ligase', 'Biotin-[acetyl-CoA carboxylase] synthetase']",Homodimer.,"['birA1', 'birA', 'llmg_1963']"
42,A2RM24,['Biotin carboxylase'],"Acetyl-CoA carboxylase is a heterohexamer of biotin carboxyl carrier protein, biotin carboxylase and the two subunits of carboxyl transferase in a 2:2 complex.","['accC', 'llmg_1779']"
43,A2RM23,['Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta'],"Acetyl-CoA carboxylase is a heterohexamer composed of biotin carboxyl carrier protein (AccB), biotin carboxylase (AccC) and two subunits each of ACCase subunit alpha (AccA) and ACCase subunit beta (AccD).","['accD', 'llmg_1778']"
